-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/2022 through 04/01/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                    MERRA-2 Earth Skin Temperature (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_UVA        CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB        CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,WS50M,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB
54.25,10.25,2022,1,18,4.18,3.69,3.94,3.78,7.8,284.59,0.36,-999.0,295.53,-999.0,-999.0
54.25,10.75,2022,1,18,4.04,3.53,3.79,3.6,8.01,286.08,0.36,-999.0,295.53,-999.0,-999.0
54.25,11.25,2022,1,18,3.77,3.33,3.55,3.27,8.11,287.75,0.36,-999.0,295.53,-999.0,-999.0
54.25,11.75,2022,1,18,3.49,3.07,3.28,3.02,7.96,288.62,0.36,-999.0,295.53,-999.0,-999.0
54.25,12.25,2022,1,18,3.09,2.69,2.89,2.66,7.79,288.99,0.45,-999.0,277.95,-999.0,-999.0
54.25,12.75,2022,1,18,2.77,2.38,2.58,2.4,7.61,288.76,0.45,-999.0,277.95,-999.0,-999.0
54.25,13.25,2022,1,18,2.66,2.22,2.44,2.38,7.46,288.18,0.45,-999.0,277.95,-999.0,-999.0
54.25,13.75,2022,1,18,2.88,2.21,2.54,2.67,7.47,287.91,0.45,-999.0,277.95,-999.0,-999.0
54.25,14.25,2022,1,18,3.06,2.13,2.59,2.82,7.74,288.11,0.75,-999.0,260.41,-999.0,-999.0
54.25,14.75,2022,1,18,3.03,1.96,2.5,2.77,7.99,288.77,0.75,-999.0,260.41,-999.0,-999.0
54.25,15.25,2022,1,18,2.9,1.7,2.3,2.59,8.2,289.7,0.75,-999.0,260.41,-999.0,-999.0
54.75,5.75,2022,1,18,7.72,6.15,6.93,7.88,7.9,256.82,0.84,0.85,269.05,-999.0,-999.0
54.75,6.25,2022,1,18,7.68,6.1,6.89,7.82,8.28,262.47,0.72,0.82,302.01,-999.0,-999.0
54.75,6.75,2022,1,18,7.57,6.15,6.86,7.61,8.56,266.27,0.72,0.82,302.01,-999.0,-999.0
54.75,7.25,2022,1,18,7.26,6.06,6.66,7.07,8.78,269.26,0.72,0.82,302.01,-999.0,-999.0
54.75,7.75,2022,1,18,6.67,5.69,6.19,6.12,8.93,273.23,0.72,0.82,302.01,-999.0,-999.0
54.75,8.25,2022,1,18,5.92,5.16,5.54,5.07,8.91,277.63,0.63,-999.0,317.3,-999.0,-999.0
54.75,8.75,2022,1,18,5.36,4.77,5.06,4.62,8.48,279.66,0.63,-999.0,317.3,-999.0,-999.0
54.75,9.25,2022,1,18,4.82,4.37,4.59,4.33,8.04,280.63,0.63,-999.0,317.3,-999.0,-999.0
54.75,9.75,2022,1,18,4.4,3.98,4.19,4.06,7.9,281.4,0.63,-999.0,317.3,-999.0,-999.0
54.75,10.25,2022,1,18,4.18,3.75,3.97,3.9,8.01,282.65,0.36,-999.0,295.53,-999.0,-999.0
54.75,10.75,2022,1,18,4.04,3.61,3.82,3.74,8.24,284.53,0.36,-999.0,295.53,-999.0,-999.0
54.75,11.25,2022,1,18,3.64,3.27,3.46,3.26,8.34,286.66,0.36,-999.0,295.53,-999.0,-999.0
54.75,11.75,2022,1,18,3.36,2.94,3.14,3.05,8.16,288.16,0.36,-999.0,295.53,-999.0,-999.0
54.75,12.25,2022,1,18,3.3,2.8,3.05,3.2,8.07,289.38,0.45,-999.0,277.95,-999.0,-999.0
54.75,12.75,2022,1,18,3.34,2.72,3.03,3.38,8.02,290.52,0.45,-999.0,277.95,-999.0,-999.0
54.75,13.25,2022,1,18,3.42,2.62,3.02,3.49,8.01,291.71,0.45,-999.0,277.95,-999.0,-999.0
54.75,13.75,2022,1,18,3.6,2.54,3.07,3.68,8.09,292.94,0.45,-999.0,277.95,-999.0,-999.0
54.75,14.25,2022,1,18,3.76,2.33,3.04,3.83,8.35,293.91,0.75,-999.0,260.41,-999.0,-999.0
54.75,14.75,2022,1,18,3.85,2.1,2.98,3.94,8.63,294.91,0.75,-999.0,260.41,-999.0,-999.0
54.75,15.25,2022,1,18,3.92,1.87,2.9,4.01,8.86,295.78,0.75,-999.0,260.41,-999.0,-999.0
47.25,5.75,2022,1,19,-0.54,-1.1,-0.82,-0.92,6.13,219.27,0.84,-999.0,298.36,-999.0,-999.0
47.25,6.25,2022,1,19,-1.13,-1.82,-1.48,-1.68,6.57,221.22,0.98,-999.0,276.98,-999.0,-999.0
47.25,6.75,2022,1,19,-1.56,-2.65,-2.11,-2.51,6.29,227.99,0.98,-999.0,276.98,-999.0,-999.0
47.25,7.25,2022,1,19,-1.16,-2.96,-2.06,-2.5,5.23,228.32,0.98,-999.0,276.98,-999.0,-999.0
47.25,7.75,2022,1,19,-1.15,-3.23,-2.19,-2.77,4.3,224.63,0.98,-999.0,276.98,-999.0,-999.0
47.25,8.25,2022,1,19,-1.98,-3.68,-2.83,-3.7,4.0,221.02,1.81,1.92,260.05,-999.0,-999.0
47.25,8.75,2022,1,19,-3.35,-4.31,-3.83,-4.94,4.34,223.25,1.81,1.92,260.05,-999.0,-999.0
47.25,9.25,2022,1,19,-4.07,-5.52,-4.79,-6.83,3.61,217.7,1.81,1.92,260.05,-999.0,-999.0
47.25,9.75,2022,1,19,-4.87,-7.21,-6.04,-9.5,3.45,217.57,1.81,1.92,260.05,-999.0,-999.0
47.25,10.25,2022,1,19,-5.67,-8.44,-7.06,-11.2,3.34,222.08,1.99,1.99,219.01,-999.0,-999.0
47.25,10.75,2022,1,19,-6.28,-8.65,-7.47,-11.45,3.04,225.21,1.99,1.99,219.01,-999.0,-999.0
47.25,11.25,2022,1,19,-6.41,-7.64,-7.03,-11.02,2.55,215.66,1.99,1.99,219.01,-999.0,-999.0
47.25,11.75,2022,1,19,-6.55,-7.39,-6.97,-11.24,2.54,212.26,1.99,1.99,219.01,-999.0,-999.0
47.25,12.25,2022,1,19,-6.71,-7.76,-7.24,-12.17,2.48,222.24,1.99,1.99,206.6,-999.0,-999.0
47.25,12.75,2022,1,19,-6.6,-8.03,-7.31,-12.64,2.4,234.82,1.99,1.99,206.6,-999.0,-999.0
47.25,13.25,2022,1,19,-6.34,-7.97,-7.16,-12.33,2.43,243.84,1.99,1.99,206.6,-999.0,-999.0
47.25,13.75,2022,1,19,-6.53,-7.88,-7.2,-11.76,2.78,247.84,1.99,1.99,206.6,-999.0,-999.0
47.25,14.25,2022,1,19,-5.31,-6.55,-5.93,-8.73,3.09,250.92,1.9,1.91,211.4,-999.0,-999.0
47.25,14.75,2022,1,19,-4.02,-5.25,-4.64,-6.32,3.23,248.2,1.9,1.91,211.4,-999.0,-999.0
47.25,15.25,2022,1,19,-2.75,-3.99,-3.37,-4.37,3.45,241.55,1.9,1.91,211.4,-999.0,-999.0
47.75,5.75,2022,1,19,-0.44,-0.95,-0.7,-0.65,6.07,217.6,0.84,-999.0,298.36,-999.0,-999.0
47.75,6.25,2022,1,19,-0.76,-1.27,-1.02,-1.06,6.08,214.62,0.98,-999.0,276.98,-999.0,-999.0
47.75,6.75,2022,1,19,-1.44,-1.99,-1.71,-1.77,6.03,222.88,0.98,-999.0,276.98,-999.0,-999.0
47.75,7.25,2022,1,19,-1.46,-2.27,-1.86,-1.9,5.74,223.42,0.98,-999.0,276.98,-999.0,-999.0
47.75,7.75,2022,1,19,-1.67,-2.52,-2.1,-2.12,5.2,218.46,0.98,-999.0,276.98,-999.0,-999.0
47.75,8.25,2022,1,19,-2.07,-2.8,-2.43,-2.5,4.87,215.92,1.81,1.92,260.05,-999.0,-999.0
47.75,8.75,2022,1,19,-1.77,-2.81,-2.29,-2.45,5.7,229.47,1.81,1.92,260.05,-999.0,-999.0
47.75,9.25,2022,1,19,-2.05,-3.43,-2.74,-3.58,5.36,222.09,1.81,1.92,260.05,-999.0,-999.0
47.75,9.75,2022,1,19,-2.27,-4.13,-3.2,-4.37,5.56,220.4,1.81,1.92,260.05,-999.0,-999.0
47.75,10.25,2022,1,19,-2.52,-4.76,-3.64,-4.9,5.73,221.35,1.99,1.99,219.01,-999.0,-999.0
47.75,10.75,2022,1,19,-2.73,-5.01,-3.87,-4.98,5.44,221.89,1.99,1.99,219.01,-999.0,-999.0
47.75,11.25,2022,1,19,-2.68,-4.39,-3.53,-4.19,4.35,218.97,1.99,1.99,219.01,-999.0,-999.0
47.75,11.75,2022,1,19,-3.22,-4.36,-3.8,-4.88,4.07,210.79,1.99,1.99,219.01,-999.0,-999.0
47.75,12.25,2022,1,19,-3.51,-4.89,-4.2,-6.12,3.97,212.54,1.99,1.99,206.6,-999.0,-999.0
47.75,12.75,2022,1,19,-3.61,-5.47,-4.54,-6.99,3.88,217.74,1.99,1.99,206.6,-999.0,-999.0
47.75,13.25,2022,1,19,-3.89,-5.98,-4.93,-7.49,3.76,221.0,1.99,1.99,206.6,-999.0,-999.0
47.75,13.75,2022,1,19,-4.98,-6.66,-5.82,-8.6,3.71,218.0,1.99,1.99,206.6,-999.0,-999.0
47.75,14.25,2022,1,19,-4.05,-5.86,-4.95,-6.94,3.76,222.72,1.9,1.91,211.4,-999.0,-999.0
47.75,14.75,2022,1,19,-3.57,-4.98,-4.27,-5.75,4.0,223.49,1.9,1.91,211.4,-999.0,-999.0
47.75,15.25,2022,1,19,-3.42,-4.39,-3.91,-4.81,4.21,225.61,1.9,1.91,211.4,-999.0,-999.0
48.25,5.75,2022,1,19,-0.39,-0.87,-0.62,-0.5,6.48,216.17,0.4,-999.0,300.02,-999.0,-999.0
48.25,6.25,2022,1,19,-0.62,-1.11,-0.87,-0.81,6.16,209.97,0.78,-999.0,275.95,-999.0,-999.0
48.25,6.75,2022,1,19,-1.3,-1.78,-1.54,-1.51,5.75,218.29,0.78,-999.0,275.95,-999.0,-999.0
48.25,7.25,2022,1,19,-1.18,-2.03,-1.61,-1.49,5.88,217.15,0.78,-999.0,275.95,-999.0,-999.0
48.25,7.75,2022,1,19,-1.58,-2.44,-2.01,-1.88,5.83,211.04,0.78,-999.0,275.95,-999.0,-999.0
48.25,8.25,2022,1,19,-2.37,-2.94,-2.65,-2.56,5.79,208.65,1.5,1.71,261.14,-999.0,-999.0
48.25,8.75,2022,1,19,-2.0,-2.87,-2.44,-2.18,6.73,222.88,1.5,1.71,261.14,-999.0,-999.0
48.25,9.25,2022,1,19,-1.95,-2.85,-2.4,-2.41,6.64,216.28,1.5,1.71,261.14,-999.0,-999.0
48.25,9.75,2022,1,19,-1.88,-2.91,-2.39,-2.55,6.89,213.37,1.5,1.71,261.14,-999.0,-999.0
48.25,10.25,2022,1,19,-1.66,-2.97,-2.32,-2.53,7.11,212.88,1.66,1.72,258.84,-999.0,-999.0
48.25,10.75,2022,1,19,-1.38,-2.95,-2.17,-2.36,6.96,213.19,1.66,1.72,258.84,-999.0,-999.0
48.25,11.25,2022,1,19,-1.35,-2.71,-2.03,-2.2,6.13,212.34,1.66,1.72,258.84,-999.0,-999.0
48.25,11.75,2022,1,19,-1.58,-2.76,-2.17,-2.49,5.78,208.47,1.66,1.72,258.84,-999.0,-999.0
48.25,12.25,2022,1,19,-1.76,-2.91,-2.34,-2.79,5.6,203.9,1.75,1.75,253.03,-999.0,-999.0
48.25,12.75,2022,1,19,-1.99,-3.21,-2.6,-3.12,5.47,200.4,1.75,1.75,253.03,-999.0,-999.0
48.25,13.25,2022,1,19,-2.41,-3.67,-3.04,-3.62,5.28,197.93,1.75,1.75,253.03,-999.0,-999.0
48.25,13.75,2022,1,19,-3.24,-4.35,-3.8,-4.58,4.94,194.66,1.75,1.75,253.03,-999.0,-999.0
48.25,14.25,2022,1,19,-2.91,-4.4,-3.65,-4.39,4.59,195.51,1.73,1.73,234.83,-999.0,-999.0
48.25,14.75,2022,1,19,-2.92,-4.14,-3.53,-4.31,4.52,199.17,1.73,1.73,234.83,-999.0,-999.0
48.25,15.25,2022,1,19,-2.93,-3.85,-3.39,-4.05,4.51,206.97,1.73,1.73,234.83,-999.0,-999.0
48.75,5.75,2022,1,19,-0.16,-0.65,-0.41,-0.3,6.79,216.19,0.4,-999.0,300.02,-999.0,-999.0
48.75,6.25,2022,1,19,-0.31,-0.88,-0.6,-0.53,6.81,212.19,0.78,-999.0,275.95,-999.0,-999.0
48.75,6.75,2022,1,19,-0.77,-1.3,-1.04,-1.04,6.5,214.56,0.78,-999.0,275.95,-999.0,-999.0
48.75,7.25,2022,1,19,-0.74,-1.53,-1.13,-1.08,6.45,213.68,0.78,-999.0,275.95,-999.0,-999.0
48.75,7.75,2022,1,19,-0.8,-1.75,-1.27,-1.21,6.55,209.9,0.78,-999.0,275.95,-999.0,-999.0
48.75,8.25,2022,1,19,-1.12,-2.04,-1.58,-1.54,6.78,207.27,1.5,1.71,261.14,-999.0,-999.0
48.75,8.75,2022,1,19,-1.48,-2.31,-1.9,-1.83,7.19,213.47,1.5,1.71,261.14,-999.0,-999.0
48.75,9.25,2022,1,19,-1.3,-2.3,-1.8,-1.61,7.36,213.49,1.5,1.71,261.14,-999.0,-999.0
48.75,9.75,2022,1,19,-1.54,-2.48,-2.01,-1.88,7.47,211.29,1.5,1.71,261.14,-999.0,-999.0
48.75,10.25,2022,1,19,-1.62,-2.57,-2.1,-1.99,7.45,209.1,1.66,1.72,258.84,-999.0,-999.0
48.75,10.75,2022,1,19,-1.46,-2.52,-1.99,-1.88,7.24,207.02,1.66,1.72,258.84,-999.0,-999.0
48.75,11.25,2022,1,19,-1.52,-2.53,-2.02,-2.03,6.82,202.97,1.66,1.72,258.84,-999.0,-999.0
48.75,11.75,2022,1,19,-1.69,-2.65,-2.17,-2.18,6.65,199.92,1.66,1.72,258.84,-999.0,-999.0
48.75,12.25,2022,1,19,-1.95,-2.8,-2.37,-2.42,6.32,195.07,1.75,1.75,253.03,-999.0,-999.0
48.75,12.75,2022,1,19,-2.38,-3.16,-2.77,-2.97,6.01,189.74,1.75,1.75,253.03,-999.0,-999.0
48.75,13.25,2022,1,19,-2.88,-3.65,-3.26,-3.69,5.78,186.28,1.75,1.75,253.03,-999.0,-999.0
48.75,13.75,2022,1,19,-3.1,-3.96,-3.53,-4.1,5.66,188.0,1.75,1.75,253.03,-999.0,-999.0
48.75,14.25,2022,1,19,-2.66,-3.76,-3.21,-3.73,5.37,191.6,1.73,1.73,234.83,-999.0,-999.0
48.75,14.75,2022,1,19,-2.57,-3.66,-3.11,-3.75,5.02,198.58,1.73,1.73,234.83,-999.0,-999.0
48.75,15.25,2022,1,19,-2.43,-3.43,-2.93,-3.68,4.68,207.26,1.73,1.73,234.83,-999.0,-999.0
49.25,5.75,2022,1,19,-0.11,-0.53,-0.32,-0.3,6.74,216.44,0.43,-999.0,298.43,-999.0,-999.0
49.25,6.25,2022,1,19,-0.31,-0.82,-0.57,-0.6,7.01,215.34,0.43,-999.0,293.94,-999.0,-999.0
49.25,6.75,2022,1,19,-0.64,-1.13,-0.88,-0.96,7.16,213.22,0.43,-999.0,293.94,-999.0,-999.0
49.25,7.25,2022,1,19,-0.73,-1.33,-1.03,-1.09,7.17,213.32,0.43,-999.0,293.94,-999.0,-999.0
49.25,7.75,2022,1,19,-0.59,-1.38,-0.99,-1.03,7.2,209.85,0.43,-999.0,293.94,-999.0,-999.0
49.25,8.25,2022,1,19,-0.45,-1.38,-0.92,-0.97,7.32,204.16,0.96,1.52,285.32,-999.0,-999.0
49.25,8.75,2022,1,19,-0.76,-1.58,-1.17,-1.23,7.54,204.81,0.96,1.52,285.32,-999.0,-999.0
49.25,9.25,2022,1,19,-0.75,-1.63,-1.2,-1.11,7.65,205.71,0.96,1.52,285.32,-999.0,-999.0
49.25,9.75,2022,1,19,-0.93,-1.82,-1.38,-1.23,7.79,206.46,0.96,1.52,285.32,-999.0,-999.0
49.25,10.25,2022,1,19,-1.1,-2.01,-1.55,-1.39,7.76,206.05,0.93,-999.0,291.24,-999.0,-999.0
49.25,10.75,2022,1,19,-1.21,-2.14,-1.67,-1.51,7.5,204.19,0.93,-999.0,291.24,-999.0,-999.0
49.25,11.25,2022,1,19,-1.35,-2.26,-1.81,-1.66,7.18,201.31,0.93,-999.0,291.24,-999.0,-999.0
49.25,11.75,2022,1,19,-1.68,-2.54,-2.11,-1.99,6.82,198.31,0.93,-999.0,291.24,-999.0,-999.0
49.25,12.25,2022,1,19,-1.98,-2.83,-2.4,-2.34,6.37,195.84,1.4,1.54,276.18,-999.0,-999.0
49.25,12.75,2022,1,19,-2.41,-3.21,-2.81,-3.05,6.02,195.22,1.4,1.54,276.18,-999.0,-999.0
49.25,13.25,2022,1,19,-2.81,-3.6,-3.2,-3.9,5.88,197.81,1.4,1.54,276.18,-999.0,-999.0
49.25,13.75,2022,1,19,-2.69,-3.68,-3.19,-4.06,6.0,204.94,1.4,1.54,276.18,-999.0,-999.0
49.25,14.25,2022,1,19,-2.12,-3.38,-2.75,-3.55,5.97,210.44,1.5,1.52,276.57,-999.0,-999.0
49.25,14.75,2022,1,19,-2.19,-3.38,-2.78,-3.69,5.9,212.98,1.5,1.52,276.57,-999.0,-999.0
49.25,15.25,2022,1,19,-2.5,-3.46,-2.98,-3.92,5.76,216.76,1.5,1.52,276.57,-999.0,-999.0
49.75,5.75,2022,1,19,-0.26,-0.62,-0.44,-0.45,6.93,221.78,0.43,-999.0,298.43,-999.0,-999.0
49.75,6.25,2022,1,19,-0.44,-0.88,-0.67,-0.72,7.22,221.16,0.43,-999.0,293.94,-999.0,-999.0
49.75,6.75,2022,1,19,-0.67,-1.16,-0.91,-0.96,7.5,218.76,0.43,-999.0,293.94,-999.0,-999.0
49.75,7.25,2022,1,19,-0.6,-1.23,-0.91,-0.93,7.62,217.09,0.43,-999.0,293.94,-999.0,-999.0
49.75,7.75,2022,1,19,-0.39,-1.17,-0.78,-0.79,7.56,212.34,0.43,-999.0,293.94,-999.0,-999.0
49.75,8.25,2022,1,19,-0.17,-1.07,-0.62,-0.65,7.42,205.12,0.96,1.52,285.32,-999.0,-999.0
49.75,8.75,2022,1,19,-0.08,-0.99,-0.54,-0.56,7.4,200.5,0.96,1.52,285.32,-999.0,-999.0
49.75,9.25,2022,1,19,-0.36,-1.14,-0.76,-0.68,7.28,200.3,0.96,1.52,285.32,-999.0,-999.0
49.75,9.75,2022,1,19,-0.42,-1.28,-0.85,-0.72,7.38,202.54,0.96,1.52,285.32,-999.0,-999.0
49.75,10.25,2022,1,19,-0.52,-1.42,-0.97,-0.85,7.42,203.3,0.93,-999.0,291.24,-999.0,-999.0
49.75,10.75,2022,1,19,-0.78,-1.62,-1.2,-1.12,7.3,201.89,0.93,-999.0,291.24,-999.0,-999.0
49.75,11.25,2022,1,19,-1.23,-1.96,-1.6,-1.54,7.13,200.84,0.93,-999.0,291.24,-999.0,-999.0
49.75,11.75,2022,1,19,-1.8,-2.46,-2.13,-2.11,6.86,200.74,0.93,-999.0,291.24,-999.0,-999.0
49.75,12.25,2022,1,19,-2.15,-2.78,-2.47,-2.49,6.48,203.91,1.4,1.54,276.18,-999.0,-999.0
49.75,12.75,2022,1,19,-2.18,-2.92,-2.55,-2.65,6.29,211.44,1.4,1.54,276.18,-999.0,-999.0
49.75,13.25,2022,1,19,-1.94,-2.9,-2.42,-2.69,6.34,220.41,1.4,1.54,276.18,-999.0,-999.0
49.75,13.75,2022,1,19,-1.63,-2.79,-2.21,-2.79,6.4,223.78,1.4,1.54,276.18,-999.0,-999.0
49.75,14.25,2022,1,19,-1.52,-2.73,-2.12,-2.77,6.38,224.66,1.5,1.52,276.57,-999.0,-999.0
49.75,14.75,2022,1,19,-1.71,-2.85,-2.28,-3.01,6.36,222.76,1.5,1.52,276.57,-999.0,-999.0
49.75,15.25,2022,1,19,-2.02,-3.03,-2.53,-3.19,6.39,222.66,1.5,1.52,276.57,-999.0,-999.0
50.25,5.75,2022,1,19,-0.13,-0.5,-0.31,-0.36,7.25,228.21,0.38,-999.0,299.17,-999.0,-999.0
50.25,6.25,2022,1,19,-0.31,-0.77,-0.54,-0.53,7.68,228.66,0.28,-999.0,298.91,-999.0,-999.0
50.25,6.75,2022,1,19,-0.22,-0.84,-0.52,-0.48,7.76,227.66,0.28,-999.0,298.91,-999.0,-999.0
50.25,7.25,2022,1,19,0.04,-0.74,-0.35,-0.27,7.69,223.51,0.28,-999.0,298.91,-999.0,-999.0
50.25,7.75,2022,1,19,0.19,-0.69,-0.25,-0.17,7.53,217.02,0.28,-999.0,298.91,-999.0,-999.0
50.25,8.25,2022,1,19,0.18,-0.72,-0.28,-0.23,7.37,209.96,0.63,1.34,293.16,-999.0,-999.0
50.25,8.75,2022,1,19,0.21,-0.7,-0.25,-0.24,7.3,205.03,0.63,1.34,293.16,-999.0,-999.0
50.25,9.25,2022,1,19,-0.22,-0.95,-0.59,-0.55,7.17,203.38,0.63,1.34,293.16,-999.0,-999.0
50.25,9.75,2022,1,19,-0.35,-1.11,-0.74,-0.68,7.18,204.6,0.63,1.34,293.16,-999.0,-999.0
50.25,10.25,2022,1,19,-0.42,-1.22,-0.82,-0.73,7.14,205.65,0.79,-999.0,287.08,-999.0,-999.0
50.25,10.75,2022,1,19,-0.62,-1.37,-1.0,-0.87,7.05,206.1,0.79,-999.0,287.08,-999.0,-999.0
50.25,11.25,2022,1,19,-1.12,-1.76,-1.44,-1.33,7.16,208.12,0.79,-999.0,287.08,-999.0,-999.0
50.25,11.75,2022,1,19,-1.62,-2.26,-1.94,-1.87,7.33,209.92,0.79,-999.0,287.08,-999.0,-999.0
50.25,12.25,2022,1,19,-2.12,-2.69,-2.41,-2.39,6.97,214.76,1.07,1.35,279.05,-999.0,-999.0
50.25,12.75,2022,1,19,-2.18,-2.83,-2.5,-2.45,6.67,222.81,1.07,1.35,279.05,-999.0,-999.0
50.25,13.25,2022,1,19,-1.76,-2.63,-2.2,-2.06,6.61,230.96,1.07,1.35,279.05,-999.0,-999.0
50.25,13.75,2022,1,19,-1.2,-2.27,-1.73,-1.74,6.55,232.78,1.07,1.35,279.05,-999.0,-999.0
50.25,14.25,2022,1,19,-1.04,-2.05,-1.54,-1.72,6.43,229.76,0.67,-999.0,300.77,-999.0,-999.0
50.25,14.75,2022,1,19,-1.3,-2.22,-1.76,-2.03,6.41,227.39,0.67,-999.0,300.77,-999.0,-999.0
50.25,15.25,2022,1,19,-1.65,-2.51,-2.08,-2.33,6.51,226.84,0.67,-999.0,300.77,-999.0,-999.0
50.75,5.75,2022,1,19,0.64,0.09,0.37,0.26,7.27,233.53,0.38,-999.0,299.17,-999.0,-999.0
50.75,6.25,2022,1,19,0.61,-0.12,0.25,0.23,7.73,233.53,0.28,-999.0,298.91,-999.0,-999.0
50.75,6.75,2022,1,19,0.79,-0.08,0.36,0.4,7.79,231.73,0.28,-999.0,298.91,-999.0,-999.0
50.75,7.25,2022,1,19,0.85,-0.06,0.4,0.5,7.73,227.62,0.28,-999.0,298.91,-999.0,-999.0
50.75,7.75,2022,1,19,0.66,-0.25,0.2,0.33,7.66,221.96,0.28,-999.0,298.91,-999.0,-999.0
50.75,8.25,2022,1,19,0.29,-0.6,-0.16,-0.04,7.63,216.75,0.63,1.34,293.16,-999.0,-999.0
50.75,8.75,2022,1,19,0.13,-0.78,-0.33,-0.25,7.63,215.25,0.63,1.34,293.16,-999.0,-999.0
50.75,9.25,2022,1,19,-0.02,-0.85,-0.44,-0.42,7.62,212.8,0.63,1.34,293.16,-999.0,-999.0
50.75,9.75,2022,1,19,-0.14,-0.95,-0.54,-0.51,7.61,212.99,0.63,1.34,293.16,-999.0,-999.0
50.75,10.25,2022,1,19,-0.21,-1.05,-0.63,-0.54,7.52,214.89,0.79,-999.0,287.08,-999.0,-999.0
50.75,10.75,2022,1,19,-0.3,-1.18,-0.74,-0.6,7.49,217.88,0.79,-999.0,287.08,-999.0,-999.0
50.75,11.25,2022,1,19,-0.51,-1.44,-0.97,-0.83,7.88,221.66,0.79,-999.0,287.08,-999.0,-999.0
50.75,11.75,2022,1,19,-0.6,-1.63,-1.12,-0.96,8.28,222.28,0.79,-999.0,287.08,-999.0,-999.0
50.75,12.25,2022,1,19,-0.89,-1.91,-1.4,-1.25,8.07,223.99,1.07,1.35,279.05,-999.0,-999.0
50.75,12.75,2022,1,19,-1.16,-2.1,-1.63,-1.47,7.6,226.12,1.07,1.35,279.05,-999.0,-999.0
50.75,13.25,2022,1,19,-1.16,-2.06,-1.61,-1.41,7.15,228.41,1.07,1.35,279.05,-999.0,-999.0
50.75,13.75,2022,1,19,-0.61,-1.71,-1.17,-0.87,6.96,231.06,1.07,1.35,279.05,-999.0,-999.0
50.75,14.25,2022,1,19,-0.6,-1.53,-1.06,-0.97,6.78,228.01,0.67,-999.0,300.77,-999.0,-999.0
50.75,14.75,2022,1,19,-0.95,-1.73,-1.34,-1.36,6.86,226.67,0.67,-999.0,300.77,-999.0,-999.0
50.75,15.25,2022,1,19,-1.4,-2.11,-1.76,-1.8,7.17,227.94,0.67,-999.0,300.77,-999.0,-999.0
51.25,5.75,2022,1,19,1.38,0.7,1.04,0.8,7.22,237.92,0.39,-999.0,286.36,-999.0,-999.0
51.25,6.25,2022,1,19,1.56,0.69,1.13,0.97,7.47,236.12,0.29,-999.0,290.08,-999.0,-999.0
51.25,6.75,2022,1,19,1.64,0.72,1.18,1.11,7.64,232.52,0.29,-999.0,290.08,-999.0,-999.0
51.25,7.25,2022,1,19,1.46,0.57,1.02,1.0,7.85,229.86,0.29,-999.0,290.08,-999.0,-999.0
51.25,7.75,2022,1,19,1.07,0.19,0.63,0.64,8.01,226.42,0.29,-999.0,290.08,-999.0,-999.0
51.25,8.25,2022,1,19,0.64,-0.29,0.18,0.2,8.09,223.17,0.22,-999.0,294.78,-999.0,-999.0
51.25,8.75,2022,1,19,0.49,-0.54,-0.02,0.04,8.21,223.72,0.22,-999.0,294.78,-999.0,-999.0
51.25,9.25,2022,1,19,0.65,-0.42,0.12,0.22,8.02,222.62,0.22,-999.0,294.78,-999.0,-999.0
51.25,9.75,2022,1,19,0.65,-0.43,0.11,0.26,7.86,223.47,0.22,-999.0,294.78,-999.0,-999.0
51.25,10.25,2022,1,19,0.44,-0.59,-0.08,0.08,7.77,226.29,0.78,1.19,281.0,-999.0,-999.0
51.25,10.75,2022,1,19,0.17,-0.83,-0.33,-0.22,7.84,230.58,0.78,1.19,281.0,-999.0,-999.0
51.25,11.25,2022,1,19,0.19,-0.99,-0.4,-0.35,8.2,235.25,0.78,1.19,281.0,-999.0,-999.0
51.25,11.75,2022,1,19,0.44,-0.9,-0.23,-0.09,8.37,233.7,0.78,1.19,281.0,-999.0,-999.0
